"Step","test-model_082337 - Train RMSE (meters)","test-model_082337 - Train RMSE (meters)__MIN","test-model_082337 - Train RMSE (meters)__MAX","test-model_080952 - Train RMSE (meters)","test-model_080952 - Train RMSE (meters)__MIN","test-model_080952 - Train RMSE (meters)__MAX","test-model_060949 - Train RMSE (meters)","test-model_060949 - Train RMSE (meters)__MIN","test-model_060949 - Train RMSE (meters)__MAX","test-model_051324 - Train RMSE (meters)","test-model_051324 - Train RMSE (meters)__MIN","test-model_051324 - Train RMSE (meters)__MAX"
"23005","","","","1279.0738704920668","1279.0738704920668","1279.0738704920668","2347.8708597559103","2347.8708597559103","2347.8708597559103","1246.2723553172423","1246.2723553172423","1246.2723553172423"
"23007","","","","2685.9315076564767","2685.9315076564767","2685.9315076564767","1671.4910752674095","1671.4910752674095","1671.4910752674095","1239.4963719481075","1239.4963719481075","1239.4963719481075"
"23009","","","","2725.6537729348424","2725.6537729348424","2725.6537729348424","2478.0807113538235","2478.0807113538235","2478.0807113538235","1214.403759679123","1214.403759679123","1214.403759679123"
"23015","","","","1159.4146050194581","1159.4146050194581","1159.4146050194581","2194.1524916170583","2194.1524916170583","2194.1524916170583","427.37389424199955","427.37389424199955","427.37389424199955"
"23017","","","","1619.664676835923","1619.664676835923","1619.664676835923","1002.8470868024267","1002.8470868024267","1002.8470868024267","940.8796507511516","940.8796507511516","940.8796507511516"
"23025","","","","2385.0603132449073","2385.0603132449073","2385.0603132449073","1178.6009967165967","1178.6009967165967","1178.6009967165967","1465.5775139767718","1465.5775139767718","1465.5775139767718"
"23027","","","","1364.8453132170625","1364.8453132170625","1364.8453132170625","2146.9924575347145","2146.9924575347145","2146.9924575347145","948.5473514991594","948.5473514991594","948.5473514991594"
"23029","","","","732.0853731896012","732.0853731896012","732.0853731896012","939.8642173878642","939.8642173878642","939.8642173878642","424.54602050498704","424.54602050498704","424.54602050498704"
"23031","","","","2379.1570452953765","2379.1570452953765","2379.1570452953765","1738.6549108702254","1738.6549108702254","1738.6549108702254","1053.8192106519368","1053.8192106519368","1053.8192106519368"
"23033","","","","2217.072625171697","2217.072625171697","2217.072625171697","1919.2767645659255","1919.2767645659255","1919.2767645659255","966.5826598697258","966.5826598697258","966.5826598697258"
"23037","","","","1171.896775361247","1171.896775361247","1171.896775361247","1516.5887845613183","1516.5887845613183","1516.5887845613183","2073.638331928796","2073.638331928796","2073.638331928796"
"23039","","","","2043.946821610449","2043.946821610449","2043.946821610449","1440.1178830708232","1440.1178830708232","1440.1178830708232","530.1454303504781","530.1454303504781","530.1454303504781"
"23041","","","","1221.874247487317","1221.874247487317","1221.874247487317","798.982892048583","798.982892048583","798.982892048583","1203.8283320393402","1203.8283320393402","1203.8283320393402"
"23045","","","","2349.8107113593333","2349.8107113593333","2349.8107113593333","1784.5842626226183","1784.5842626226183","1784.5842626226183","2286.273731970943","2286.273731970943","2286.273731970943"
"23047","","","","978.7219490553914","978.7219490553914","978.7219490553914","1976.6608277843602","1976.6608277843602","1976.6608277843602","897.4004544537469","897.4004544537469","897.4004544537469"
"23055","","","","768.4884569939107","768.4884569939107","768.4884569939107","1268.6510702847236","1268.6510702847236","1268.6510702847236","1282.2847200614049","1282.2847200614049","1282.2847200614049"
"23057","","","","1974.6624781922942","1974.6624781922942","1974.6624781922942","2328.8305192859766","2328.8305192859766","2328.8305192859766","1028.0381492118622","1028.0381492118622","1028.0381492118622"
"23059","","","","2380.507714679094","2380.507714679094","2380.507714679094","2044.4745774189332","2044.4745774189332","2044.4745774189332","841.2403315892615","841.2403315892615","841.2403315892615"
"23061","","","","1061.4541003929294","1061.4541003929294","1061.4541003929294","1217.541606038444","1217.541606038444","1217.541606038444","1212.6635739754483","1212.6635739754483","1212.6635739754483"
"23063","","","","2567.7469197766295","2567.7469197766295","2567.7469197766295","1060.3044313561697","1060.3044313561697","1060.3044313561697","1177.4762916253567","1177.4762916253567","1177.4762916253567"
"23069","","","","1061.011885112634","1061.011885112634","1061.011885112634","1272.8664896617875","1272.8664896617875","1272.8664896617875","899.3859053686888","899.3859053686888","899.3859053686888"
"23071","","","","841.4603908373095","841.4603908373095","841.4603908373095","1486.929840621504","1486.929840621504","1486.929840621504","1173.6670937422032","1173.6670937422032","1173.6670937422032"
"23073","","","","2611.857866238792","2611.857866238792","2611.857866238792","1771.3392927993552","1771.3392927993552","1771.3392927993552","1453.311346780287","1453.311346780287","1453.311346780287"
"23075","","","","963.1596164374101","963.1596164374101","963.1596164374101","1340.0710916743242","1340.0710916743242","1340.0710916743242","458.52158427854744","458.52158427854744","458.52158427854744"
"23077","","","","1473.915745374896","1473.915745374896","1473.915745374896","2249.9058756744084","2249.9058756744084","2249.9058756744084","2027.7473621250133","2027.7473621250133","2027.7473621250133"
"23081","","","","1378.403028784882","1378.403028784882","1378.403028784882","1400.3522700081019","1400.3522700081019","1400.3522700081019","1447.3785634318592","1447.3785634318592","1447.3785634318592"
"23085","","","","2797.0337796027993","2797.0337796027993","2797.0337796027993","2000.9212160438328","2000.9212160438328","2000.9212160438328","907.6614200000223","907.6614200000223","907.6614200000223"
"23087","","","","992.3488211708672","992.3488211708672","992.3488211708672","1548.9657871214076","1548.9657871214076","1548.9657871214076","1215.869871914241","1215.869871914241","1215.869871914241"
"23089","","","","1696.153375077469","1696.153375077469","1696.153375077469","1833.3918596448186","1833.3918596448186","1833.3918596448186","1193.605097993772","1193.605097993772","1193.605097993772"
"23091","","","","1674.2880666697868","1674.2880666697868","1674.2880666697868","1839.8650749250362","1839.8650749250362","1839.8650749250362","886.8902813533796","886.8902813533796","886.8902813533796"
"23093","","","","1225.217710704082","1225.217710704082","1225.217710704082","1401.2466937110341","1401.2466937110341","1401.2466937110341","1257.6322455999857","1257.6322455999857","1257.6322455999857"
"23095","","","","1704.0074494614873","1704.0074494614873","1704.0074494614873","2390.2652226661444","2390.2652226661444","2390.2652226661444","1123.7776493356293","1123.7776493356293","1123.7776493356293"
"23099","","","","1463.9292723536828","1463.9292723536828","1463.9292723536828","2073.7092924462722","2073.7092924462722","2073.7092924462722","1039.2353373023786","1039.2353373023786","1039.2353373023786"
"23101","","","","1208.0424834991054","1208.0424834991054","1208.0424834991054","1674.1062743320936","1674.1062743320936","1674.1062743320936","689.0797171204212","689.0797171204212","689.0797171204212"
"23103","","","","2582.4874036394963","2582.4874036394963","2582.4874036394963","2068.375995342273","2068.375995342273","2068.375995342273","1885.760543789214","1885.760543789214","1885.760543789214"
"23105","","","","1049.9582843639846","1049.9582843639846","1049.9582843639846","1271.100688064294","1271.100688064294","1271.100688064294","1985.6030914195449","1985.6030914195449","1985.6030914195449"
"23107","","","","1746.723377287513","1746.723377287513","1746.723377287513","1314.727584503436","1314.727584503436","1314.727584503436","839.0166401540024","839.0166401540024","839.0166401540024"
"23109","","","","865.0775028816659","865.0775028816659","865.0775028816659","2222.1299438307838","2222.1299438307838","2222.1299438307838","887.8481893808083","887.8481893808083","887.8481893808083"
"23111","","","","1571.611659361472","1571.611659361472","1571.611659361472","2333.880146843698","2333.880146843698","2333.880146843698","1401.427729558237","1401.427729558237","1401.427729558237"
"23113","","","","1005.1256114477284","1005.1256114477284","1005.1256114477284","1582.8303685361197","1582.8303685361197","1582.8303685361197","2278.8689186247725","2278.8689186247725","2278.8689186247725"
"23115","","","","877.5393134735923","877.5393134735923","877.5393134735923","1672.1240241432922","1672.1240241432922","1672.1240241432922","1280.1115339550747","1280.1115339550747","1280.1115339550747"
"23119","","","","1518.3294073964682","1518.3294073964682","1518.3294073964682","1476.8288185496333","1476.8288185496333","1476.8288185496333","1000.2796258979647","1000.2796258979647","1000.2796258979647"
"23121","","","","1126.8513136017732","1126.8513136017732","1126.8513136017732","1973.6653758915463","1973.6653758915463","1973.6653758915463","528.0109000110431","528.0109000110431","528.0109000110431"
"23123","","","","890.5584619997975","890.5584619997975","890.5584619997975","1518.9812358597546","1518.9812358597546","1518.9812358597546","1176.1012164745912","1176.1012164745912","1176.1012164745912"
"23125","","","","1615.8861369813537","1615.8861369813537","1615.8861369813537","1512.526232417062","1512.526232417062","1512.526232417062","1125.477358419577","1125.477358419577","1125.477358419577"
"23129","","","","1626.3571857883787","1626.3571857883787","1626.3571857883787","2077.216118130046","2077.216118130046","2077.216118130046","1283.2239169638324","1283.2239169638324","1283.2239169638324"
"23131","","","","653.5703625303202","653.5703625303202","653.5703625303202","2338.4570118478664","2338.4570118478664","2338.4570118478664","796.0339003818202","796.0339003818202","796.0339003818202"
"23133","","","","1693.064792709519","1693.064792709519","1693.064792709519","1059.7425751476615","1059.7425751476615","1059.7425751476615","1239.1778996811868","1239.1778996811868","1239.1778996811868"
"23135","","","","2152.0268194792384","2152.0268194792384","2152.0268194792384","1757.159323665702","1757.159323665702","1757.159323665702","1003.9017432293498","1003.9017432293498","1003.9017432293498"
"23137","","","","1211.0456295343424","1211.0456295343424","1211.0456295343424","2165.05860563757","2165.05860563757","2165.05860563757","1670.784755208302","1670.784755208302","1670.784755208302"
"23141","","","","1910.9648336855814","1910.9648336855814","1910.9648336855814","1734.783156799634","1734.783156799634","1734.783156799634","631.3459273902487","631.3459273902487","631.3459273902487"
"23143","","","","1681.5223209179692","1681.5223209179692","1681.5223209179692","1695.9296654498658","1695.9296654498658","1695.9296654498658","603.1992508959363","603.1992508959363","603.1992508959363"
"23145","","","","1897.9849256292725","1897.9849256292725","1897.9849256292725","1557.5078250197064","1557.5078250197064","1557.5078250197064","1276.7310291577955","1276.7310291577955","1276.7310291577955"
"23147","","","","2339.0242298896815","2339.0242298896815","2339.0242298896815","1378.2553906291203","1378.2553906291203","1378.2553906291203","914.3259940244552","914.3259940244552","914.3259940244552"
"23149","","","","2609.4201820710537","2609.4201820710537","2609.4201820710537","2719.8453154739923","2719.8453154739923","2719.8453154739923","572.5659259506888","572.5659259506888","572.5659259506888"
"23151","","","","2529.6132247039236","2529.6132247039236","2529.6132247039236","2377.2189666362424","2377.2189666362424","2377.2189666362424","898.6849029572998","898.6849029572998","898.6849029572998"
"23153","","","","1599.2136921171366","1599.2136921171366","1599.2136921171366","1986.6185796448265","1986.6185796448265","1986.6185796448265","1385.9015057995728","1385.9015057995728","1385.9015057995728"
"23157","","","","1016.7763676079312","1016.7763676079312","1016.7763676079312","1589.9670503871503","1589.9670503871503","1589.9670503871503","986.991413798712","986.991413798712","986.991413798712"
"23159","","","","1322.9073385850936","1322.9073385850936","1322.9073385850936","1337.0611584969201","1337.0611584969201","1337.0611584969201","661.3188049506882","661.3188049506882","661.3188049506882"
"23161","","","","1188.4875583061653","1188.4875583061653","1188.4875583061653","1550.1620019575876","1550.1620019575876","1550.1620019575876","1195.263442422784","1195.263442422784","1195.263442422784"
"23163","","","","1648.647584228717","1648.647584228717","1648.647584228717","1740.7843430384369","1740.7843430384369","1740.7843430384369","1027.1167758226145","1027.1167758226145","1027.1167758226145"
"23167","","","","1554.3148106846174","1554.3148106846174","1554.3148106846174","2191.1604092307125","2191.1604092307125","2191.1604092307125","1097.0533673575615","1097.0533673575615","1097.0533673575615"
"23169","","","","1435.0891681125597","1435.0891681125597","1435.0891681125597","1895.5590714329278","1895.5590714329278","1895.5590714329278","1217.959792769151","1217.959792769151","1217.959792769151"
"23173","","","","1918.4005002736592","1918.4005002736592","1918.4005002736592","1480.926032894323","1480.926032894323","1480.926032894323","1924.5040983994893","1924.5040983994893","1924.5040983994893"
"23175","","","","1083.8626243332199","1083.8626243332199","1083.8626243332199","1208.8391366221754","1208.8391366221754","1208.8391366221754","1041.8406182321605","1041.8406182321605","1041.8406182321605"
"23179","","","","1210.1342628973841","1210.1342628973841","1210.1342628973841","1638.975904084527","1638.975904084527","1638.975904084527","2043.8516798594505","2043.8516798594505","2043.8516798594505"
"23181","","","","1850.9514681668873","1850.9514681668873","1850.9514681668873","1369.4436667117493","1369.4436667117493","1369.4436667117493","1085.8351570039913","1085.8351570039913","1085.8351570039913"
"23183","","","","1996.9762952540932","1996.9762952540932","1996.9762952540932","2740.283576811824","2740.283576811824","2740.283576811824","1218.2268967171742","1218.2268967171742","1218.2268967171742"
"23185","","","","1119.2086600216696","1119.2086600216696","1119.2086600216696","806.877378582865","806.877378582865","806.877378582865","1160.7647176806097","1160.7647176806097","1160.7647176806097"
"23189","","","","2558.9935339838153","2558.9935339838153","2558.9935339838153","1003.7106182352492","1003.7106182352492","1003.7106182352492","1485.0693885489657","1485.0693885489657","1485.0693885489657"
"23191","","","","531.5196303220541","531.5196303220541","531.5196303220541","2089.7309103476164","2089.7309103476164","2089.7309103476164","314.933569758897","314.933569758897","314.933569758897"
"23195","","","","1917.2450290930853","1917.2450290930853","1917.2450290930853","940.0662425978451","940.0662425978451","940.0662425978451","1525.6118540722957","1525.6118540722957","1525.6118540722957"
"23197","","","","1123.51304206156","1123.51304206156","1123.51304206156","1195.543368178036","1195.543368178036","1195.543368178036","1365.4374775141168","1365.4374775141168","1365.4374775141168"
"23199","","","","1350.3370021141118","1350.3370021141118","1350.3370021141118","1071.0715226886718","1071.0715226886718","1071.0715226886718","916.6858718045098","916.6858718045098","916.6858718045098"
"23203","","","","940.650177298669","940.650177298669","940.650177298669","2604.933276191402","2604.933276191402","2604.933276191402","365.6128609050237","365.6128609050237","365.6128609050237"
"23207","","","","1353.0106531419485","1353.0106531419485","1353.0106531419485","2647.539329704961","2647.539329704961","2647.539329704961","1682.6873981619049","1682.6873981619049","1682.6873981619049"
"23209","","","","2104.156361136049","2104.156361136049","2104.156361136049","1574.9731504331567","1574.9731504331567","1574.9731504331567","866.6861089870079","866.6861089870079","866.6861089870079"
"23211","","","","1578.6342294980338","1578.6342294980338","1578.6342294980338","2657.2433185154237","2657.2433185154237","2657.2433185154237","1457.4192721901632","1457.4192721901632","1457.4192721901632"
"23213","","","","2596.7718354079548","2596.7718354079548","2596.7718354079548","2256.6121979636996","2256.6121979636996","2256.6121979636996","704.2629583404465","704.2629583404465","704.2629583404465"
"23215","","","","1390.160600934761","1390.160600934761","1390.160600934761","1756.0717652620835","1756.0717652620835","1756.0717652620835","1212.453815721099","1212.453815721099","1212.453815721099"
"23217","","","","2170.839642660768","2170.839642660768","2170.839642660768","1603.5723287056155","1603.5723287056155","1603.5723287056155","802.1600994101115","802.1600994101115","802.1600994101115"
"23219","","","","2454.919040596837","2454.919040596837","2454.919040596837","1728.7289223830674","1728.7289223830674","1728.7289223830674","593.9632749554025","593.9632749554025","593.9632749554025"
"23223","","","","1192.0130857073004","1192.0130857073004","1192.0130857073004","1842.5213672209018","1842.5213672209018","1842.5213672209018","1490.0592461070414","1490.0592461070414","1490.0592461070414"
"23225","","","","1046.2378299397271","1046.2378299397271","1046.2378299397271","1684.8071940737889","1684.8071940737889","1684.8071940737889","1172.060633897351","1172.060633897351","1172.060633897351"
"23231","","","","3442.0663674642983","3442.0663674642983","3442.0663674642983","2513.898719208701","2513.898719208701","2513.898719208701","1797.2393288499197","1797.2393288499197","1797.2393288499197"
"23233","","","","1554.9004039960023","1554.9004039960023","1554.9004039960023","1546.5511912697257","1546.5511912697257","1546.5511912697257","1279.607982517125","1279.607982517125","1279.607982517125"
"23235","","","","1529.8633890271624","1529.8633890271624","1529.8633890271624","2028.4293838289238","2028.4293838289238","2028.4293838289238","1367.01105886624","1367.01105886624","1367.01105886624"
"23237","","","","1303.0201085274366","1303.0201085274366","1303.0201085274366","1195.1532616230702","1195.1532616230702","1195.1532616230702","1142.2966341360225","1142.2966341360225","1142.2966341360225"
"23241","","","","1082.4221875683468","1082.4221875683468","1082.4221875683468","1596.6187911713673","1596.6187911713673","1596.6187911713673","650.3995072843701","650.3995072843701","650.3995072843701"
"23243","","","","1317.403588155906","1317.403588155906","1317.403588155906","1758.3284680433292","1758.3284680433292","1758.3284680433292","816.0254877315253","816.0254877315253","816.0254877315253"
"23247","","","","1709.3297336938017","1709.3297336938017","1709.3297336938017","2062.6087629655767","2062.6087629655767","2062.6087629655767","553.9064432232605","553.9064432232605","553.9064432232605"
"23255","","","","1894.1638039625896","1894.1638039625896","1894.1638039625896","1189.646593968302","1189.646593968302","1189.646593968302","1400.4606710922549","1400.4606710922549","1400.4606710922549"
"23257","","","","2294.0651126270413","2294.0651126270413","2294.0651126270413","1535.9986689854854","1535.9986689854854","1535.9986689854854","1099.997203048488","1099.997203048488","1099.997203048488"
"23259","","","","1323.176026889755","1323.176026889755","1323.176026889755","1603.647131411886","1603.647131411886","1603.647131411886","1294.1186896715355","1294.1186896715355","1294.1186896715355"
"23261","","","","1857.919379673845","1857.919379673845","1857.919379673845","1091.5063085817137","1091.5063085817137","1091.5063085817137","988.5653061179071","988.5653061179071","988.5653061179071"
"23263","","","","1288.911926260732","1288.911926260732","1288.911926260732","2024.2524659894518","2024.2524659894518","2024.2524659894518","1405.7641382120398","1405.7641382120398","1405.7641382120398"
"23269","","","","1253.5737033416965","1253.5737033416965","1253.5737033416965","1256.2491255610064","1256.2491255610064","1256.2491255610064","1194.9977912368672","1194.9977912368672","1194.9977912368672"
"23273","","","","1834.1365056422842","1834.1365056422842","1834.1365056422842","1487.3230044463703","1487.3230044463703","1487.3230044463703","1238.626428983655","1238.626428983655","1238.626428983655"
"23275","","","","1775.0509375664421","1775.0509375664421","1775.0509375664421","1695.0182131932313","1695.0182131932313","1695.0182131932313","1657.7722036693774","1657.7722036693774","1657.7722036693774"
"23277","","","","1572.1668188667986","1572.1668188667986","1572.1668188667986","1460.2631476201764","1460.2631476201764","1460.2631476201764","1640.3492059959378","1640.3492059959378","1640.3492059959378"
"23279","","","","2416.6299567777764","2416.6299567777764","2416.6299567777764","1897.1145360805997","1897.1145360805997","1897.1145360805997","1805.4642842731519","1805.4642842731519","1805.4642842731519"
"23281","","","","1365.3522844383333","1365.3522844383333","1365.3522844383333","1155.1320157913894","1155.1320157913894","1155.1320157913894","1098.8449739533382","1098.8449739533382","1098.8449739533382"
"23283","","","","2059.0888193555484","2059.0888193555484","2059.0888193555484","2269.203303504574","2269.203303504574","2269.203303504574","1321.5706180594686","1321.5706180594686","1321.5706180594686"
"23285","","","","1865.0553153006283","1865.0553153006283","1865.0553153006283","807.401748299336","807.401748299336","807.401748299336","747.8461880315187","747.8461880315187","747.8461880315187"
"23287","","","","1782.5516704691672","1782.5516704691672","1782.5516704691672","2758.365564839881","2758.365564839881","2758.365564839881","2330.08262077467","2330.08262077467","2330.08262077467"
"23289","","","","638.5009971580434","638.5009971580434","638.5009971580434","1270.5661516921","1270.5661516921","1270.5661516921","1088.5798926311247","1088.5798926311247","1088.5798926311247"
"23291","","","","2300.096805105739","2300.096805105739","2300.096805105739","1537.7311902952463","1537.7311902952463","1537.7311902952463","1053.002344609659","1053.002344609659","1053.002344609659"
"23293","","","","1512.0885012384952","1512.0885012384952","1512.0885012384952","1188.7013106097177","1188.7013106097177","1188.7013106097177","1608.7925931172347","1608.7925931172347","1608.7925931172347"
"23295","","","","1368.1338985584164","1368.1338985584164","1368.1338985584164","2291.9874707284384","2291.9874707284384","2291.9874707284384","2190.1144854513805","2190.1144854513805","2190.1144854513805"
"23299","","","","1447.183969642058","1447.183969642058","1447.183969642058","2033.0982785853832","2033.0982785853832","2033.0982785853832","1227.7017620608733","1227.7017620608733","1227.7017620608733"
"23301","","","","1952.4086592234871","1952.4086592234871","1952.4086592234871","1464.3247956678788","1464.3247956678788","1464.3247956678788","1495.6434334106395","1495.6434334106395","1495.6434334106395"
"23303","","","","1025.5523735719053","1025.5523735719053","1025.5523735719053","515.1755874216334","515.1755874216334","515.1755874216334","808.5364376710099","808.5364376710099","808.5364376710099"
"23305","","","","1883.6293723852864","1883.6293723852864","1883.6293723852864","1350.981990091325","1350.981990091325","1350.981990091325","1173.8520078720733","1173.8520078720733","1173.8520078720733"
"23309","","","","2254.3442166740847","2254.3442166740847","2254.3442166740847","1814.4228576500864","1814.4228576500864","1814.4228576500864","2452.2762166544085","2452.2762166544085","2452.2762166544085"
"23311","","","","2282.3950395601155","2282.3950395601155","2282.3950395601155","1176.4392975720143","1176.4392975720143","1176.4392975720143","905.704496483483","905.704496483483","905.704496483483"
"23313","","","","1808.3749642905098","1808.3749642905098","1808.3749642905098","2083.815856526778","2083.815856526778","2083.815856526778","765.0196251190696","765.0196251190696","765.0196251190696"
"23317","","","","2228.1368445232742","2228.1368445232742","2228.1368445232742","1742.1299407414308","1742.1299407414308","1742.1299407414308","780.2185760232305","780.2185760232305","780.2185760232305"
"23319","","","","970.3237091406003","970.3237091406003","970.3237091406003","1663.1674665357127","1663.1674665357127","1663.1674665357127","985.6156334646639","985.6156334646639","985.6156334646639"
"23321","","","","2493.9465249335203","2493.9465249335203","2493.9465249335203","2754.376959647461","2754.376959647461","2754.376959647461","808.2920331620977","808.2920331620977","808.2920331620977"
"23323","","","","1629.0520458701922","1629.0520458701922","1629.0520458701922","1974.5072094062878","1974.5072094062878","1974.5072094062878","708.4612545331034","708.4612545331034","708.4612545331034"
"23325","","","","2362.7685747426563","2362.7685747426563","2362.7685747426563","1622.6602362343647","1622.6602362343647","1622.6602362343647","1273.0918982832306","1273.0918982832306","1273.0918982832306"
"23327","","","","2032.7450678766365","2032.7450678766365","2032.7450678766365","1412.6310347863694","1412.6310347863694","1412.6310347863694","1519.2451011493363","1519.2451011493363","1519.2451011493363"
"23329","","","","1416.8398858739179","1416.8398858739179","1416.8398858739179","1243.370176910161","1243.370176910161","1243.370176910161","2080.609159784589","2080.609159784589","2080.609159784589"
"23331","","","","1101.8952567136694","1101.8952567136694","1101.8952567136694","1311.8041924599738","1311.8041924599738","1311.8041924599738","1195.3620043333074","1195.3620043333074","1195.3620043333074"
"23335","","","","1153.2492635937724","1153.2492635937724","1153.2492635937724","1305.8728783651318","1305.8728783651318","1305.8728783651318","703.6819834791514","703.6819834791514","703.6819834791514"
"23337","","","","1321.3968958979735","1321.3968958979735","1321.3968958979735","1954.9919742043874","1954.9919742043874","1954.9919742043874","574.9509693963408","574.9509693963408","574.9509693963408"
"23339","","","","2144.722153551673","2144.722153551673","2144.722153551673","1428.487378227891","1428.487378227891","1428.487378227891","813.6346326849125","813.6346326849125","813.6346326849125"
"23343","","","","1594.525204786759","1594.525204786759","1594.525204786759","2728.084685824124","2728.084685824124","2728.084685824124","1237.930087107259","1237.930087107259","1237.930087107259"
"23345","","","","1912.2318349400139","1912.2318349400139","1912.2318349400139","1804.2948159377247","1804.2948159377247","1804.2948159377247","887.454162760526","887.454162760526","887.454162760526"
"23347","","","","3693.6029830953416","3693.6029830953416","3693.6029830953416","1629.7698236046288","1629.7698236046288","1629.7698236046288","1142.6698615260934","1142.6698615260934","1142.6698615260934"
"23351","","","","1285.7461665307935","1285.7461665307935","1285.7461665307935","2541.5317559525693","2541.5317559525693","2541.5317559525693","1646.2752140361958","1646.2752140361958","1646.2752140361958"
"23353","","","","1018.0748680732771","1018.0748680732771","1018.0748680732771","1878.7559004999982","1878.7559004999982","1878.7559004999982","1305.9444083720034","1305.9444083720034","1305.9444083720034"
"23355","","","","1921.3314605871312","1921.3314605871312","1921.3314605871312","3119.2922919560706","3119.2922919560706","3119.2922919560706","626.2986653301425","626.2986653301425","626.2986653301425"
"23357","","","","1848.9210142927354","1848.9210142927354","1848.9210142927354","685.2246652132019","685.2246652132019","685.2246652132019","646.2357841197237","646.2357841197237","646.2357841197237"
"23359","","","","733.9161570641522","733.9161570641522","733.9161570641522","1348.1106199471158","1348.1106199471158","1348.1106199471158","2574.8133341711987","2574.8133341711987","2574.8133341711987"
"23361","","","","2036.073258441535","2036.073258441535","2036.073258441535","1883.3285372456385","1883.3285372456385","1883.3285372456385","731.9964126798012","731.9964126798012","731.9964126798012"
"23364","","","","2009.923559865684","2009.923559865684","2009.923559865684","1760.095597130944","1760.095597130944","1760.095597130944","1406.941177793614","1406.941177793614","1406.941177793614"
"23366","","","","2957.9352101999775","2957.9352101999775","2957.9352101999775","2050.5648907563177","2050.5648907563177","2050.5648907563177","935.9884494198454","935.9884494198454","935.9884494198454"
"23368","","","","1516.2220054378763","1516.2220054378763","1516.2220054378763","1894.9231990950343","1894.9231990950343","1894.9231990950343","2473.872793960802","2473.872793960802","2473.872793960802"
"23372","","","","1280.9953262015283","1280.9953262015283","1280.9953262015283","1512.9366904370931","1512.9366904370931","1512.9366904370931","966.2174164489458","966.2174164489458","966.2174164489458"
"23374","","","","1239.1803046864306","1239.1803046864306","1239.1803046864306","2477.9561601007827","2477.9561601007827","2477.9561601007827","1146.128753668444","1146.128753668444","1146.128753668444"
"23376","","","","1189.4192307126389","1189.4192307126389","1189.4192307126389","1557.7178133327054","1557.7178133327054","1557.7178133327054","980.1824710287381","980.1824710287381","980.1824710287381"
"23378","","","","885.8391394332191","885.8391394332191","885.8391394332191","1366.243854205242","1366.243854205242","1366.243854205242","1338.6545993301322","1338.6545993301322","1338.6545993301322"
"23380","","","","2747.048435876706","2747.048435876706","2747.048435876706","1664.2020798291383","1664.2020798291383","1664.2020798291383","833.2371904622933","833.2371904622933","833.2371904622933"
"23382","","","","2838.27048356618","2838.27048356618","2838.27048356618","1870.5321765343358","1870.5321765343358","1870.5321765343358","1229.1653860080105","1229.1653860080105","1229.1653860080105"
"23384","","","","2167.1587487632814","2167.1587487632814","2167.1587487632814","1711.6861512646178","1711.6861512646178","1711.6861512646178","588.159797360626","588.159797360626","588.159797360626"
"23386","","","","1410.0929573627839","1410.0929573627839","1410.0929573627839","1815.8489315719187","1815.8489315719187","1815.8489315719187","1327.497390108722","1327.497390108722","1327.497390108722"
"23388","","","","1907.6917660100628","1907.6917660100628","1907.6917660100628","1385.5530312000499","1385.5530312000499","1385.5530312000499","639.3489427701059","639.3489427701059","639.3489427701059"
"23390","","","","1737.793950559977","1737.793950559977","1737.793950559977","2419.529671402128","2419.529671402128","2419.529671402128","1343.782080777485","1343.782080777485","1343.782080777485"
"23394","","","","1154.0004975835993","1154.0004975835993","1154.0004975835993","2175.670038801985","2175.670038801985","2175.670038801985","1470.426665180036","1470.426665180036","1470.426665180036"
"23396","","","","1401.6713998476882","1401.6713998476882","1401.6713998476882","1807.2224273024176","1807.2224273024176","1807.2224273024176","1690.0946661432818","1690.0946661432818","1690.0946661432818"
"23402","","","","1899.5474251261392","1899.5474251261392","1899.5474251261392","1930.5733489132137","1930.5733489132137","1930.5733489132137","1120.2709471605963","1120.2709471605963","1120.2709471605963"
"23406","","","","2327.708581511704","2327.708581511704","2327.708581511704","2630.3506881916583","2630.3506881916583","2630.3506881916583","2152.900741425471","2152.900741425471","2152.900741425471"
"23416","","","","1789.1545917513363","1789.1545917513363","1789.1545917513363","1676.6734027000448","1676.6734027000448","1676.6734027000448","679.830615553057","679.830615553057","679.830615553057"
"23418","","","","1389.7639405535572","1389.7639405535572","1389.7639405535572","1332.582748328132","1332.582748328132","1332.582748328132","1165.8645113432","1165.8645113432","1165.8645113432"
"23420","","","","1184.5706442811254","1184.5706442811254","1184.5706442811254","1568.5159384180952","1568.5159384180952","1568.5159384180952","360.01928511678256","360.01928511678256","360.01928511678256"
"23422","","","","1572.122745063707","1572.122745063707","1572.122745063707","1146.6568097441277","1146.6568097441277","1146.6568097441277","657.75823980975","657.75823980975","657.75823980975"
"23424","","","","1295.5571338197014","1295.5571338197014","1295.5571338197014","1833.1077763853484","1833.1077763853484","1833.1077763853484","1052.981736841367","1052.981736841367","1052.981736841367"
"23426","","","","871.2781648909956","871.2781648909956","871.2781648909956","1674.1756447900539","1674.1756447900539","1674.1756447900539","1181.33856325323","1181.33856325323","1181.33856325323"
"23428","","","","1026.0268008983485","1026.0268008983485","1026.0268008983485","1557.8648241796275","1557.8648241796275","1557.8648241796275","1006.6001442085023","1006.6001442085023","1006.6001442085023"
"23430","","","","1850.637269125956","1850.637269125956","1850.637269125956","2810.1741922763936","2810.1741922763936","2810.1741922763936","863.4418471941755","863.4418471941755","863.4418471941755"
